USER,SESSION,SESSION_SEDENTARY,SESSION_IN_VEHICLE,SESSION_START_TIMESTAMP,SESSION_END_TIMESTAMP,SESSION_DURATION,SESSION_SUCCESSFUL,SESSION_DATE,ACTIVITY,ACTIVITY_TYPE,ACTIVITY_TIMESTAMP
2xN7EriRkSczns7bJhesY03QAbC3,1-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577725519376,1577726196370,676994,true,30. 12. 2019,1-2xN7EriRkSczns7bJhesY03QAbC3,7,1577725519382
2xN7EriRkSczns7bJhesY03QAbC3,2-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577726196373,1577727390299,1193926,true,30. 12. 2019,2-2xN7EriRkSczns7bJhesY03QAbC3,3,1577726196383
2xN7EriRkSczns7bJhesY03QAbC3,3-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577727390305,1577727922560,532255,true,30. 12. 2019,3-2xN7EriRkSczns7bJhesY03QAbC3,11,1577727390314
2xN7EriRkSczns7bJhesY03QAbC3,4-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577727922566,1577730194330,2271764,false,30. 12. 2019,4-2xN7EriRkSczns7bJhesY03QAbC3,3,1577727922572
2xN7EriRkSczns7bJhesY03QAbC3,5-2xN7EriRkSczns7bJhesY03QAbC3,false,true,1577730194350,1577730361347,166997,true,30. 12. 2019,5-2xN7EriRkSczns7bJhesY03QAbC3,0,1577730194354
2xN7EriRkSczns7bJhesY03QAbC3,6-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577730361350,1577730584832,223482,true,30. 12. 2019,6-2xN7EriRkSczns7bJhesY03QAbC3,7,1577730361354
2xN7EriRkSczns7bJhesY03QAbC3,6-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577730361350,1577730584832,223482,true,30. 12. 2019,7-2xN7EriRkSczns7bJhesY03QAbC3,7,1577730362589
2xN7EriRkSczns7bJhesY03QAbC3,7-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577730584834,1577730816032,231198,true,30. 12. 2019,8-2xN7EriRkSczns7bJhesY03QAbC3,3,1577730584839
2xN7EriRkSczns7bJhesY03QAbC3,8-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577730816035,1577731222895,406860,true,30. 12. 2019,9-2xN7EriRkSczns7bJhesY03QAbC3,7,1577730816038
2xN7EriRkSczns7bJhesY03QAbC3,8-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577730816035,1577731222895,406860,true,30. 12. 2019,10-2xN7EriRkSczns7bJhesY03QAbC3,7,1577730826006
2xN7EriRkSczns7bJhesY03QAbC3,9-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577731222897,1577731538350,315453,true,30. 12. 2019,11-2xN7EriRkSczns7bJhesY03QAbC3,3,1577731222902
2xN7EriRkSczns7bJhesY03QAbC3,10-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577731538370,1577731672869,134499,true,30. 12. 2019,12-2xN7EriRkSczns7bJhesY03QAbC3,7,1577731538372
2xN7EriRkSczns7bJhesY03QAbC3,10-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577731538370,1577731672869,134499,true,30. 12. 2019,13-2xN7EriRkSczns7bJhesY03QAbC3,7,1577731538405
2xN7EriRkSczns7bJhesY03QAbC3,11-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577731672871,1577734796452,3123581,false,30. 12. 2019,14-2xN7EriRkSczns7bJhesY03QAbC3,3,1577731672879
2xN7EriRkSczns7bJhesY03QAbC3,11-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577731672871,1577734796452,3123581,false,30. 12. 2019,15-2xN7EriRkSczns7bJhesY03QAbC3,3,1577734793316
2xN7EriRkSczns7bJhesY03QAbC3,12-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577876222489,1577880569997,4347508,false,1. 1. 2020,16-2xN7EriRkSczns7bJhesY03QAbC3,3,1577876222503
2xN7EriRkSczns7bJhesY03QAbC3,13-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577880570004,1577880879849,309845,true,1. 1. 2020,17-2xN7EriRkSczns7bJhesY03QAbC3,7,1577880570008
2xN7EriRkSczns7bJhesY03QAbC3,14-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577880879862,1577883942888,3063026,false,1. 1. 2020,18-2xN7EriRkSczns7bJhesY03QAbC3,3,1577880879869
2xN7EriRkSczns7bJhesY03QAbC3,14-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577880879862,1577883942888,3063026,false,1. 1. 2020,19-2xN7EriRkSczns7bJhesY03QAbC3,3,1577881363069
2xN7EriRkSczns7bJhesY03QAbC3,15-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577883942891,1577884505887,562996,true,1. 1. 2020,20-2xN7EriRkSczns7bJhesY03QAbC3,7,1577883942900
2xN7EriRkSczns7bJhesY03QAbC3,16-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577884505891,1577886491441,1985550,false,1. 1. 2020,21-2xN7EriRkSczns7bJhesY03QAbC3,3,1577884505916
2xN7EriRkSczns7bJhesY03QAbC3,17-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577886491458,1577886800341,308883,true,1. 1. 2020,22-2xN7EriRkSczns7bJhesY03QAbC3,7,1577886491460
2xN7EriRkSczns7bJhesY03QAbC3,17-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577886491458,1577886800341,308883,true,1. 1. 2020,23-2xN7EriRkSczns7bJhesY03QAbC3,7,1577886491515
2xN7EriRkSczns7bJhesY03QAbC3,18-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577886800362,1577886964457,164095,true,1. 1. 2020,24-2xN7EriRkSczns7bJhesY03QAbC3,3,1577886800369
2xN7EriRkSczns7bJhesY03QAbC3,19-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577886964470,1577886964486,16,false,1. 1. 2020,25-2xN7EriRkSczns7bJhesY03QAbC3,11,1577886964473
2xN7EriRkSczns7bJhesY03QAbC3,20-2xN7EriRkSczns7bJhesY03QAbC3,false,true,1577886964502,1577887548375,583873,true,1. 1. 2020,26-2xN7EriRkSczns7bJhesY03QAbC3,0,1577886964506
2xN7EriRkSczns7bJhesY03QAbC3,21-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577887548384,1577887916235,367851,true,1. 1. 2020,27-2xN7EriRkSczns7bJhesY03QAbC3,3,1577887548388
2xN7EriRkSczns7bJhesY03QAbC3,22-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577887916236,1577888415936,499700,true,1. 1. 2020,28-2xN7EriRkSczns7bJhesY03QAbC3,7,1577887916237
2xN7EriRkSczns7bJhesY03QAbC3,22-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577887916236,1577888415936,499700,true,1. 1. 2020,29-2xN7EriRkSczns7bJhesY03QAbC3,7,1577887926687
2xN7EriRkSczns7bJhesY03QAbC3,23-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577888415937,1577889402768,986831,true,1. 1. 2020,30-2xN7EriRkSczns7bJhesY03QAbC3,3,1577888415942
2xN7EriRkSczns7bJhesY03QAbC3,24-2xN7EriRkSczns7bJhesY03QAbC3,false,false,1577889402771,1577889889988,487217,true,1. 1. 2020,31-2xN7EriRkSczns7bJhesY03QAbC3,11,1577889402774
2xN7EriRkSczns7bJhesY03QAbC3,25-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577889889990,1577899093892,9203902,false,1. 1. 2020,32-2xN7EriRkSczns7bJhesY03QAbC3,3,1577889890000
2xN7EriRkSczns7bJhesY03QAbC3,25-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577889889990,1577899093892,9203902,false,1. 1. 2020,33-2xN7EriRkSczns7bJhesY03QAbC3,3,1577889890034
2xN7EriRkSczns7bJhesY03QAbC3,25-2xN7EriRkSczns7bJhesY03QAbC3,true,false,1577889889990,1577899093892,9203902,false,1. 1. 2020,34-2xN7EriRkSczns7bJhesY03QAbC3,3,1577899091479
